id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date
20491,6,"75,000",peryear,"San Francisco, CA, US",Interior Designer,,501 + People,Yes,Paid Overtime,10.0,,Full-time,1,21-25,Female,No,,,,Jan '25
20490,7,"96,000",peryear,"Portland, OR, US",Construction Administrator,Other,51-100 People,Yes,Unpaid Overtime,,,Full-time,11-15,41-45,Female,Licensed,,,,Jan '25
20489,7,"122,000",peryear,"New York, NY, US",Senior Designer,,501 + People,Yes,,,"6,000",Full-time,11-15,36-40,Male,No,,,,Jan '25
20488,7,"98,000",peryear,"San Francisco, CA, US",Designer,Other,31-50 People,Yes,No Overtime,15.0,"7,000",Full-time,11-15,36-40,Female,No,,,,Jan '25
20487,5,"101,500",peryear,"New York, US",Associate,Individual,31-50 People,,No Overtime,24.0,"5,000",Full-time,8-10,31-35,Female,Licensed,,,,Jan '25
20486,9,"76,000",peryear,"Boston, MA, US",Designer,Boutique,11-15 People,,Unpaid Overtime,10.0,,Full-time,3,31-35,Female,No,,Grad:Harvard University Graduate School of Design - Career Discovery Program,,Jan '25
20485,8,"70,000",peryear,"Atlanta, GA, US",Job Captain,Corporate,31-50 People,Yes,,15.0,"1,200",Full-time,8-10,31-35,Female,No,,,,Jan '25
20483,6,100,peryear,"North Carolina, US",Project Manager,Corporate,101-200 People,Yes,Paid Overtime,25.0,30,Full-time,8-10,31-35,Male,Licensed,,,,Jan '25
20482,7,"65,000",peryear,"Chicago, IL, US",Designer,Corporate,101-200 People,Yes,Unpaid Overtime,11.0,500,Full-time,3,26-30,Male,No,,,,Jan '25
20481,6,"83,000",peryear,"Portland, OR, US",Associate,Corporate,31-50 People,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Female,Licensed,UG:Cornell University,Grad:University of Oregon,,Jan '25
20480,6,"70,000",peryear,"Cleveland, OH, US",Designer,Individual,16-30 People,Yes,No Overtime,10.0,"3,500",Full-time,3-5,26-30,Male,No,UG:Kent State University,Grad:Kent State University,,Jan '25
20479,7,"103,000",peryear,"Philadelphia, PA, US",Designer,Corporate,501 + People,Yes,Paid Overtime,,,Full-time,6-7,26-30,Female,No,UG:Thomas Jefferson University,,,Jan '25
20478,6,"62,000",peryear,"Tucson, AZ, US",Designer,Boutique,11-15 People,Yes,No Overtime,15.0,"6,200",Full-time,3,21-25,Male,No,UG:University of Arizona,Grad:Rice University,,Jan '25
20477,6,70,peryear,"Dallas, TX, US",Job Captain,Corporate,51-100 People,Yes,Paid Overtime,18.0,"1,500",Full-time,6-7,26-30,Female,No,UG:Universidad Rafael Urdaneta (URU),,,Jan '25
20474,6,"54,000",peryear,"State College, PA, US",Designer,Corporate,11-15 People,Yes,Paid Overtime,21.0,"3,000",Full-time,6-7,31-35,Female,No,UG:Kent State University,,,Jan '25
20473,1,"54,000",peryear,"Austin, TX, US",Project Architect,Boutique,2-5 People,,No Overtime,7.0,,Full-time,8-10,36-40,Male,No,UG:University of Kentucky,Grad:University of Pennsylvania,,Jan '25
20472,8,"70,000",peryear,"Dallas, TX, US",Job Captain,Other,51-100 People,Yes,Paid Overtime,18.0,"1,000",Full-time,6-7,31-35,Female,No,UG:Universidad Rafael Urdaneta (URU),,,Jan '25
20471,6,"74,464",peryear,"Buffalo, NY, US",Senior Designer,Other,101-200 People,Yes,Paid Overtime,12.0,"2,500",Full-time,6-7,26-30,Female,No,,,,Jan '25
20470,5,"80,000",peryear,"Portland, OR, US",Job Captain,Corporate,51-100 People,Yes,No Overtime,30.0,,Full-time,6-7,31-35,Male,Licensed,UG:Kansas State University,Grad:Kansas State University,,Jan '25
20469,5,"90,000",peryear,"Phoenix, AZ, US",Senior Designer,Boutique,6-10 People,Yes,No Overtime,10.0,,Full-time,11-15,36-40,Male,No,UG:Georgia Institute of Technology (Georgia Tech),Grad:University of Oregon in Portland,,Jan '25
20468,10,"75,000",peryear,"Houston, TX, US",Interior Designer,Corporate,51-100 People,Yes,Unpaid Overtime,15.0,"2,500",Full-time,3-5,26-30,Female,Licensed,,,,Jan '25
20467,7,"69,900",peryear,"New York, NY, US",Intermediate Designer,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"5,000",Full-time,3-5,26-30,Female,No,UG:University of Detroit Mercy,Grad:University of Detroit Mercy,,Jan '25
20466,5,"87,000",peryear,"New York, NY, US",Intermediate Designer,Starchitect,501 + People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,No,UG:City College of New York (CCNY),,,Jan '25
20465,8,"120,000",peryear,"New York, NY, US",Associate,Corporate,6-10 People,Yes,No Overtime,,0,Full-time,8-10,31-35,Male,Licensed,,,,Jan '25
20464,6,"100,000",peryear,"San Francisco, CA, US",Project Manager,Other,6-10 People,Yes,No Overtime,10.0,"3,000",Full-time,8-10,31-35,Male,Licensed,,,,Jan '25
20462,6,"70,000",peryear,"New York, NY, US",Intermediate Architect,Corporate,501 + People,Yes,Unpaid Overtime,10.0,,Full-time,1,26-30,Male,No,UG:Savannah College of Art and Design,Grad:Columbia University,,Jan '25
20461,8,"83,000",peryear,"Portland, OR, US",Job Captain,Other,51-100 People,Yes,No Overtime,15.0,"6,000",Full-time,8-10,31-35,Female,Licensed,UG:University of Florida,Grad:University of Oregon in Portland,,Jan '25
20460,6,"65,000",peryear,"Atlanta, GA, US",Junior Designer,Corporate,501 + People,Yes,Unpaid Overtime,12.0,"3,500",Full-time,3,26-30,Male,No,UG:Georgia Institute of Technology (Georgia Tech),Grad:Georgia Institute of Technology (Georgia Tech),,Jan '25
20459,4,"115,000",peryear,"New York, NY, US",Designer,,501 + People,Yes,,,,,6-7,26-30,Female,No,,,,Jan '25
20458,5,"70,000",peryear,"Culver City, CA, US",Intermediate Designer,Individual,31-50 People,Yes,No Overtime,,,Full-time,3-5,26-30,Female,No,,,,Jan '25
20456,6,"60,000",peryear,"Scottsdale, AZ, US",Project Architect,Boutique,16-30 People,Yes,No Overtime,10.0,"5,000",Full-time,1,36-40,Male,Licensed,UG:Arizona State University,Grad:Arizona State University,,Jan '25
20455,7,"82,500",peryear,"Minneapolis, MN, US",Intermediate Designer,,11-15 People,Yes,,,"7,000",,8-10,31-35,Female,No,,,,Jan '25
20454,10,"90,000",peryear,"Philadelphia, PA, US",Business Manager,Other,501 + People,Yes,No Overtime,15.0,"40,000",Full-time,6-7,26-30,Male,No,UG:University of Idaho,Grad:University of Idaho,,Jan '25
20453,7,"120,000",peryear,"San Diego, CA, US",Project Architect,Corporate,16-30 People,Yes,No Overtime,12.0,"5,000",Full-time,8-10,31-35,Male,Licensed,UG:Southern Illinois University Carbondale,Grad:The University of New Mexico,,Jan '25
20452,3,"160,000",peryear,"Los Angeles, CA, US",Associate,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"15,000",Full-time,11-15,36-40,Male,Licensed,UG:Bowling Green State University,Grad:Harvard University,,Jan '25
20451,8,"112,000",peryear,"Seattle, WA, US",Associate,Other,31-50 People,Yes,,15.0,"6,000",Full-time,11-15,41-45,Female,Licensed,,,,Jan '25
20450,6,25,perhour,"San Francisco, CA, US",Intern,Corporate,501 + People,,,10.0,,,2,21-25,Female,No,,Grad:UC Berkeley CED,,Jan '25
20449,6,"115,000",peryear,"Chicago, IL, US",Job Captain,Boutique,16-30 People,Yes,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Male,No,UG:Judson University,Grad:Judson University,,Jan '25
20448,7,"105,000",peryear,"Seattle, WA, US",Associate,,201-500 People,Yes,,,"15,000",,6-7,31-35,Male,Licensed,,,,Jan '25
20447,7,"120,000",peryear,"Fort Lauderdale, FL, US",Project Architect,Corporate,101-200 People,Yes,No Overtime,15.0,,Full-time,8-10,31-35,Male,Licensed,UG:Syracuse University,,,Jan '25
20446,7,"73,000",peryear,"Seattle, WA, US",Junior Architect,Corporate,501 + People,Yes,Unpaid Overtime,17.0,"2,000",Full-time,3,26-30,Male,Licensed,"UG:California Polytechnic State University, San Luis Obispo",,,Jan '25
20445,7,"160,000",peryear,"San Francisco, CA, US",Associate,,6-10 People,Yes,Paid Overtime,25.0,"40,000",Full-time,8-10,31-35,Male,Licensed,,,,Jan '25
20443,8,"69,000",peryear,"Dallas, TX, US",Junior Architect,,201-500 People,,,,,,3-5,26-30,Male,No,,,,Jan '25
20442,7,"95,000",peryear,"New York, NY, US",Project Architect,Boutique,6-10 People,Yes,No Overtime,10.0,"1,000",Full-time,8-10,26-30,Female,Licensed,UG:Syracuse University,,,Jan '25
20441,8,"70,000",peryear,"Brooklyn, NY, US",Designer,Boutique,2-5 People,,Unpaid Overtime,20.0,"3,000",Full-time,3,26-30,Male,No,UG:Portland State University,,,Jan '25
20440,6,"83,500",peryear,"Santa Monica, CA, US",Job Captain,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,"1,500",Full-time,6-7,26-30,Male,Licensed,UG:Louisiana State University,,,Jan '25
20438,5,"120,000",peryear,"Dallas, TX, US",Project Manager,,51-100 People,Yes,,,,,16-20,46-50,Male,Licensed,,,,Jan '25
20437,8,35,perhour,"New York, NY, US",Junior Designer,Corporate,501 + People,Yes,Unpaid Overtime,15.0,500,Full-time,3,21-25,Male,No,UG:University of Detroit Mercy,Grad:University of Detroit Mercy,,Jan '25
20436,8,"85,000",peryear,"New York, NY, US",Intermediate Architect,Corporate,501 + People,Yes,No Overtime,30.0,,Full-time,6-7,26-30,Female,No,UG:The Catholic University of America,Grad:University of Pennsylvania,,Jan '25
20435,7,"86,000",peryear,"Denver, CO, US",Designer,Corporate,501 + People,Yes,No Overtime,10.0,"10,000",Full-time,3-5,36-40,Male,No,UG:University of Central Florida,Grad:University of Florida,,Jan '25
20434,6,"70,000",peryear,"New York, NY, US",Designer,Corporate,501 + People,Yes,Unpaid Overtime,15.0,,Full-time,< 1,31-35,Female,No,,Grad:New York Institute of Technology (NYIT),,Jan '25
20433,6,"55,000",peryear,"Tucson, AZ, US",Intermediate Designer,Other,6-10 People,Yes,Unpaid Overtime,8.0,,Full-time,6-7,26-30,Male,No,,,,Jan '25
20432,8,"150,000",peryear,"Dallas, TX, US",Project Manager,Corporate,501 + People,Yes,No Overtime,,,,11-15,31-35,Female,Licensed,,,,Jan '25
20431,7,"102,000",peryear,"Saint Louis, MO, US",Intermediate Architect,Boutique,11-15 People,,No Overtime,20.0,"1,000",Full-time,11-15,36-40,Female,Licensed,,,,Jan '25
20430,5,"82,000",peryear,"Detroit, MI, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,20.0,"4,000",Full-time,6-7,31-35,Male,Licensed,UG:Florida International University,Grad:Florida International University,,Jan '25
20429,8,"110,000",peryear,"Austin, TX, US",Project Architect,,101-200 People,,,,,,8-10,36-40,Female,No,,,,Jan '25
20428,7,"108,500",peryear,"Atlanta, GA, US",Project Architect,Corporate,51-100 People,Yes,Unpaid Overtime,20.0,,Full-time,11-15,41-45,Male,Licensed,UG:Clemson University,Grad:Clemson University,,Jan '25
20425,7,"83,000",peryear,"San Francisco, CA, US",Draftsperson,Individual,2-5 People,Yes,No Overtime,10.0,,Full-time,6-7,31-35,Female,No,UG:La Salle University,,,Jan '25
20424,10,"64,900",peryear,"Chicago, IL, US",Designer,Corporate,101-200 People,Yes,Unpaid Overtime,,"4,000",Full-time,3-5,21-25,Female,No,UG:Illinois Institute of Technology (IIT),,,Jan '25
20423,10,"70,000",peryear,"Charlotte, NC, US",Interior Architect,Boutique,16-30 People,Yes,Unpaid Overtime,20.0,"5,000",Full-time,3-5,31-35,Female,No,,,,Jan '25
20422,8,"84,000",peryear,"Richmond, VA, US",Interior Designer,,101-200 People,Yes,,,,Full-time,11-15,36-40,Gender: Other,Licensed,,,,Jan '25
20420,6,"75,000",peryear,"Cleveland, OH, US",Project Architect,Corporate,51-100 People,Yes,No Overtime,20.0,"25,000",Full-time,11-15,36-40,Male,Licensed,UG:Kent State University,,,Jan '25
20419,7,"77,500",peryear,"San Francisco, CA, US",Designer,Boutique,16-30 People,Yes,Unpaid Overtime,20.0,"10,000",Full-time,3-5,21-25,Male,No,,,,Jan '25
20418,5,"64,000",peryear,"Denver, CO, US",Job Captain,Corporate,51-100 People,Yes,Unpaid Overtime,,"3,000",Full-time,2,21-25,Gender: Other,No,UG:University of Nebraska-Lincoln,Grad:University of Nebraska-Lincoln,,Jan '25
20417,7,"215,000",peryear,"San Diego, CA, US",Principal,Corporate,501 + People,Yes,No Overtime,30.0,"20,000",Full-time,26-30,46-50,Male,Licensed,UG:The Pennsylvania State University (Penn State),"Grad:University of California, Berkeley",,Jan '25
20416,8,"119,000",peryear,"Miami, FL, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,18.0,"24,000",Full-time,16-20,41-45,Male,Licensed,UG:Tulane University,Grad:Tulane University,,Jan '25
20415,10,"115,000",peryear,"Boston, MA, US",Project Manager,Corporate,101-200 People,Yes,Unpaid Overtime,15.0,"5,000",Full-time,8-10,31-35,Male,Licensed,,,,Jan '25
20414,7,"80,000",peryear,"Atlanta, GA, US",Intermediate Architect,Corporate,101-200 People,Yes,Unpaid Overtime,12.0,5,Full-time,3-5,26-30,Male,Licensed,,,,Jan '25
20413,6,"80,000",peryear,"Chicago, IL, US",BIM Specialist,Corporate,51-100 People,Yes,No Overtime,7.0,,Full-time,2,26-30,Female,No,UG:University of Pittsburgh,Grad:University of Southern California (USC),,Jan '25
20412,8,"74,000",peryear,"New Orleans, LA, US",Project Architect,Boutique,2-5 People,Yes,Paid Overtime,10.0,500,Full-time,6-7,26-30,Male,Licensed,UG:Tulane University,Grad:Tulane University,,Jan '25
20411,7,"72,500",peryear,"Rochester, NY, US",Project Manager,,11-15 People,,,,,,6-7,31-35,Male,No,,,,Jan '25
20410,9,"66,000",peryear,"Indianapolis, IN, US",Draftsperson,,101-200 People,Yes,,21.0,,Full-time,3,26-30,Male,No,UG:Indiana University – Purdue University Indianapolis (IUPUI),,,Jan '25
20409,8,"75,000",peryear,"Houston, TX, US",Associate,Corporate,501 + People,Yes,Paid Overtime,18.0,"7,000",Full-time,6-7,31-35,Female,Licensed,,Grad:University of Illinois at Urbana-Champaign,,Jan '25
20408,6,"75,000",peryear,"Cleveland, OH, US",Project Architect,,31-50 People,Yes,,15.0,"3,000",,6-7,26-30,Female,Licensed,,,,Jan '25
20407,5,"72,800",peryear,"Monterey, CA, US",Associate,Boutique,2-5 People,,Unpaid Overtime,10.0,"5,000",Full-time,< 1,21-25,Female,No,,,,Jan '25
20406,8,"70,000",peryear,"San Francisco, CA, US",Designer,Corporate,51-100 People,Yes,Paid Overtime,15.0,,Full-time,< 1,21-25,Female,No,"UG:California Polytechnic State University, San Luis Obispo",,,Jan '25
20405,7,"77,000",peryear,"Los Angeles, CA, US",Job Captain,,101-200 People,Yes,Unpaid Overtime,15.0,"10,000",Part-time,6-7,36-40,Male,Licensed,,,,Jan '25
20401,3,"110,000",peryear,"New York, NY, US",Project Architect,Starchitect,51-100 People,Yes,Unpaid Overtime,20.0,"1,500",Full-time,11-15,36-40,Male,Licensed,UG:Illinois Institute of Technology (IIT),,,Jan '25
20400,8,"105,000",peryear,"New York, NY, US",Associate,Boutique,16-30 People,Yes,Unpaid Overtime,12.0,"4,000",Full-time,6-7,31-35,Male,Licensed,,Grad:Yale University,,Jan '25
20399,7,"151,000",peryear,"Los Angeles, CA, US",Senior Architect,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"70,000",Full-time,11-15,41-45,Male,Licensed,,Grad:Southern California Institute of Architecture (SCI-Arc),,Jan '25
20398,6,"110,000",peryear,"Chicago, IL, US",Project Architect,Other,501 + People,Yes,No Overtime,15.0,"5,000",Full-time,16-20,41-45,Male,Licensed,UG:University of Wisconsin-Milwaukee,Grad:Boston Architectural College (BAC),,Jan '25
20397,7,"123,500",peryear,"Atlanta, GA, US",Senior Architect,Corporate,101-200 People,Yes,Unpaid Overtime,20.0,"5,000",Full-time,11-15,31-35,Male,Licensed,UG:Auburn University,,,Jan '25
20395,6,"68,440",peryear,"Boston, MA, US",Designer,Corporate,51-100 People,Yes,Paid Overtime,10.0,"1,000",Full-time,1,26-30,Female,No,UG:Washington University in St. Louis,Grad:Harvard University,,Jan '25
20394,6,"58,000",peryear,"Tulsa, OK, US",Junior Designer,Corporate,101-200 People,Yes,Paid Overtime,15.0,"3,000",Full-time,3,26-30,Female,No,,,,Jan '25
20393,7,"100,000",peryear,"Boston, MA, US",Intermediate Designer,Corporate,101-200 People,Yes,Unpaid Overtime,12.0,"10,000",Full-time,8-10,41-45,Male,No,,Grad:Syracuse University,,Jan '25
20392,7,"100,000",peryear,"Philadelphia, PA, US",Project Architect,Other,51-100 People,Yes,Unpaid Overtime,,,Full-time,6-7,31-35,Female,Licensed,,,,Jan '25
20391,3,"110,000",peryear,"San Francisco, CA, US",Project Architect,Corporate,31-50 People,Yes,Unpaid Overtime,15.0,"10,000",Full-time,11-15,36-40,Male,Licensed,UG:University of Michigan,,,Jan '25
20390,7,"50,000",peryear,"New York, NY, US",Junior Architect,,6-10 People,,,,,,3-5,26-30,Female,No,,,,Jan '25
20389,8,"68,000",peryear,"Indianapolis, IN, US",Designer,Corporate,51-100 People,Yes,Unpaid Overtime,,,Full-time,6-7,26-30,Female,No,UG:Ball State University,Grad:Ball State University,,Jan '25
20388,6,"64,500",peryear,"Dallas, TX, US",Technical Architect,Corporate,501 + People,Yes,Unpaid Overtime,,"5,000",Full-time,3,21-25,Male,No,UG:The University of Oklahoma,,,Jan '25
20387,5,"95,000",peryear,"Seattle, WA, US",Project Architect,Individual,6-10 People,Yes,Paid Overtime,10.0,"6,000",Full-time,6-7,31-35,Male,Licensed,"UG:California Polytechnic State University, San Luis Obispo",,,Jan '25
20386,6,"41,000",peryear,"Dayton, OH, US",Junior Designer,Individual,2-5 People,,Paid Overtime,,,Full-time,< 1,21-25,Male,No,UG:Miami University,,,Jan '25
20385,8,"54,000",peryear,"Columbia, MD, US",Draftsperson,Individual,2-5 People,,Unpaid Overtime,14.0,,Full-time,2,26-30,Male,No,,,,Jan '25
20384,7,"135,000",peryear,"Seattle, WA, US",Principal,Boutique,31-50 People,Yes,No Overtime,20.0,"5,000",Full-time,11-15,36-40,Male,Licensed,UG:University of Washington,,,Jan '25
20383,9,"83,500",peryear,"Charlotte, NC, US",Project Architect,Corporate,31-50 People,Yes,Unpaid Overtime,,"8,000",Full-time,3-5,36-40,Male,Licensed,,,,Jan '25
20382,7,"70,000",peryear,"Chicago, IL, US",Intermediate Designer,Corporate,501 + People,Yes,Paid Overtime,120.0,"15,000",Full-time,2,26-30,Male,No,UG:University of Illinois Chicago,Grad:Illinois Institute of Technology (IIT),,Jan '25
20381,4,"64,000",peryear,"Chicago, IL, US",Designer,Starchitect,51-100 People,Yes,Unpaid Overtime,15.0,"4,000",Full-time,2,26-30,Male,No,UG:University of Illinois at Urbana-Champaign,Grad:University of Illinois at Urbana-Champaign,,Jan '25
20380,9,"160,000",peryear,"Salt Lake City, UT, US",Principal,,11-15 People,Yes,,,"40,000",,11-15,36-40,Male,Licensed,,,,Jan '25
20379,8,"52,000",peryear,"Omaha, NE, US",Associate,,51-100 People,,,,"2,500",,3,26-30,Female,No,,,,Jan '25
20378,7,"85,000",peryear,"New York, NY, US",Designer,Corporate,51-100 People,,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,UG:New Jersey Institute of Technology (NJIT),,,Jan '25
20377,7,"100,000",peryear,"Chicago, IL, US",Project Manager,Corporate,16-30 People,,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Female,Licensed,UG:Kent State University,Grad:School of the Art Institute of Chicago,,Jan '25
20375,7,"108,000",peryear,"Boston, MA, US",Senior Architect,Corporate,101-200 People,Yes,Unpaid Overtime,15.0,"5,000",Full-time,8-10,31-35,Male,Licensed,,,,Jan '25
20374,10,"110,000",peryear,"Charlottesville, VA, US",Senior Architect,Corporate,51-100 People,Yes,Unpaid Overtime,22.0,"8,000",Full-time,16-20,41-45,Male,Licensed,,,,Jan '25
20373,8,"108,000",peryear,"New York, NY, US",Job Captain,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"12,000",Full-time,11-15,31-35,Female,No,UG:Wentworth Institute of Technology,Grad:Wentworth Institute of Technology,,Jan '25
20372,8,"70,000",peryear,"Portland, OR, US",Senior Designer,Other,11-15 People,Yes,No Overtime,,,Full-time,16-20,51-55,Male,No,UG:University of Nebraska-Lincoln,Grad:University of Oregon,,Jan '25
20371,7,"64,000",peryear,"Dallas, TX, US",Intermediate Architect,Corporate,501 + People,Yes,Unpaid Overtime,17.0,"4,000",Full-time,2,21-25,Female,Licensed,UG:Oklahoma State University,,,Jan '25
20370,5,"89,000",peryear,"Lenexa, KS, US",Junior Architect,Corporate,16-30 People,Yes,Paid Overtime,20.0,,Full-time,3,21-25,Male,No,,Grad:Kansas State University,,Jan '25
20369,6,"58,000",peryear,"Dallas, TX, US",Designer,Corporate,501 + People,Yes,Unpaid Overtime,15.0,,Full-time,1,21-25,Male,No,UG:The University of Texas at Austin,,,Jan '25
20368,8,"110,000",peryear,"Scottsdale, AZ, US",Interior Designer,Boutique,6-10 People,,Unpaid Overtime,15.0,"2,000",Full-time,8-10,41-45,Female,No,UG:University of Southern California (USC),Grad:New York University (NYU),,Jan '25
20367,9,"95,000",peryear,"Chicago, IL, US",Project Architect,Boutique,16-30 People,Yes,No Overtime,20.0,"10,000",Full-time,8-10,31-35,Female,Licensed,UG:Ball State University,Grad:Ball State University,,Jan '25
20366,8,"83,000",peryear,"Baltimore, MD, US",Project Manager,,51-100 People,Yes,Unpaid Overtime,15.0,"9,000",Full-time,6-7,31-35,Female,Licensed,,,,Jan '25
